source,target,value,source_type,target_type
DBH-AS1,DOID:14566,1,0,1
GAS5,DOID:0060100,1,0,1
DOID:0050686,mir365a,1,1,2
NEAT1,DOID:1612,1,0,1
DOID:0060084,mir106a,1,1,2
DOID:150,mir9,1,1,2
DOID:3069,mir335,1,1,2
NPTN-IT1,DOID:305,1,0,1
DOID:3119,mir612,1,1,2
DOID:37,mir203,1,1,2
DOID:686,mir124,1,1,2
mir518f,mir570,1,2,2
DOID:48,mir383,1,1,2
DOID:3996,mir125b,1,1,2
DOID:3393,mir370,1,1,2
DOID:0050117,mir34b,1,1,2
AFAP1-AS1,DOID:3007,1,0,1
DOID:5093,mir4306,1,1,2
MEG3,DOID:3963,1,0,1
DOID:863,mir153,1,1,2
DOID:655,mir10b,1,1,2
CASC16,DOID:1612,1,0,1
BANCR,DOID:305,1,0,1
DOID:10534,mir10b,1,1,2
DOID:594,mir488,1,1,2
DOID:11476,mir133a,1,1,2
DOID:0060085,mir219,1,1,2
mir591,mir610,1,2,2
DOID:0050686,mir188,1,1,2
CRNDE,DOID:9256,1,0,1
GAS5,DOID:193,1,0,1
PVT1,mir20b,1,0,2
DOID:3069,mir125b,1,1,2
DOID:18,mir210,1,1,2
DOID:3119,mir766,1,1,2
DOID:2394,mir370,1,1,2
DOID:0060072,mir128,1,1,2
DOID:1749,mir101,1,1,2
DOID:0070004,mir143,1,1,2
DOID:686,mir365b,1,1,2
DOID:3620,mir335,1,1,2
XIST,DOID:1612,1,0,1
SNHG1,mir424,1,0,2
DOID:0050828,mir451a,1,1,2
DOID:3393,mir206,1,1,2
TP53TG1,DOID:150,1,0,1
DOID:2600,mir20b,1,1,2
DOID:305,mir222,1,1,2
DOID:11054,mir141,1,1,2
DOID:0060085,mir1273c,1,1,2
DOID:10534,mir34c,1,1,2
DOID:3908,mir374a,1,1,2
DOID:0050686,mir450a,1,1,2
MALAT1,DOID:3969,1,0,1
PVT1,DOID:9119,1,0,1
LINC00675,DOID:1612,1,0,1
mir601,mir524,1,2,2
DOID:201,mir133b,1,1,2
DOID:1240,mir22,1,1,2
DOID:686,mir135a,1,1,2
DOID:3620,mir125b,1,1,2
DOID:10283,mir223,1,1,2
DOID:1561,mir20b,1,1,2
DOID:5041,mir141,1,1,2
DOID:684,mir19b,1,1,2
DOID:0050828,mir302f,1,1,2
DOID:0060089,mir141,1,1,2
DOID:399,mir144,1,1,2
DOID:1492,mir328,1,1,2
TP53TG1,DOID:0060038,1,0,1
DOID:0060119,mir146a,1,1,2
DOID:305,mir449b,1,1,2
DOID:11054,mir452,1,1,2
TUG1,DOID:9538,1,0,1
BCYRN1,DOID:193,1,0,1
MALAT1,DOID:1749,1,0,1
DOID:0060072,mir143,1,1,2
DOID:3948,mir146a,1,1,2
DOID:1793,mir25,1,1,2
DOID:3620,mir372,1,1,2
DOID:5041,mir452,1,1,2
C5orf66-AS1,DOID:305,1,0,1
DOID:0050828,mir624,1,1,2
DOID:8466,mir204,1,1,2
KCNQ1OT1,mir384,1,0,2
DOID:3070,mir21,1,1,2
TUG1,mir299,1,0,2
DOID:11054,mir155,1,1,2
DOID:3829,mir143,1,1,2
DOID:17,mir23a,1,1,2
GAS5,mir29c,1,0,2
DOID:0060056,mir429,1,1,2
DOID:263,mir27a,1,1,2
DOID:0060040,mir148b,1,1,2
DOID:1612,mir133b,1,1,2
mir601,mir570,1,2,2
DOID:686,mir193a,1,1,2
DOID:331,mir22,1,1,2
PWAR4,DOID:3324,1,0,1
DOID:77,mir196b,1,1,2
DOID:5041,mir155,1,1,2
MIAT,mir29b,1,0,2
EWSAT1,DOID:0060100,1,0,1
DOID:9538,mir130b,1,1,2
TP53TG1,DOID:4090,1,0,1
mir1469,mir181,1,2,2
DOID:4194,mir301a,1,1,2
DOID:162,mir299,1,1,2
MALAT1,DOID:9261,1,0,1
DOID:4,mir223,1,1,2
DOID:263,mir454,1,1,2
DOID:1324,mir155,1,1,2
DOID:1909,mir15a,1,1,2
DOID:1612,mir423,1,1,2
DOID:0060072,mir493,1,1,2
DOID:1240,mir660,1,1,2
DOID:3571,mir29c,1,1,2
DOID:3527,mir146a,1,1,2
DOID:2348,mir296,1,1,2
mir449c,mir938,1,2,2
DOID:2513,mir455,1,1,2
C1QTNF9B-AS1,DOID:193,1,0,1
DOID:9119,mir196b,1,1,2
DOID:178,mir152,1,1,2
DOID:8692,mir15a,1,1,2
DOID:0060083,mir23b,1,1,2
DOID:17,mir569,1,1,2
DOID:0080000,mir29c,1,1,2
DOID:3829,mir493,1,1,2
DOID:0050615,mir144,1,1,2
MALAT1,mir25,1,0,2
DOID:162,mir324,1,1,2
DOID:162,let7a,1,1,2
NEAT1,mir324,1,0,2
DOID:4,mir659,1,1,2
DOID:1324,mir520c,1,1,2
NEAT1,let7a,1,0,2
DOID:0060040,mir181d,1,1,2
DOID:1612,mir148b,1,1,2
DOID:2531,mir150,1,1,2
DOID:14566,mir296,1,1,2
DOID:3571,mir518b,1,1,2
DOID:4706,mir223,1,1,2
DOID:7,mir136,1,1,2
LINC01080,DOID:680,1,0,1
CDKN2B-AS1,DOID:48,1,0,1
NRON,DOID:934,1,0,1
DOID:3856,mir23b,1,1,2
CDKN2B-AS1,DOID:0080146,1,0,1
FENDRR,mir18b,1,0,2
IFNG-AS1,DOID:2377,1,0,1
LINC00974,DOID:14566,1,0,1
DOID:0050155,let7b,1,1,2
DOID:9119,mir27a,1,1,2
DOID:162,mir504,1,1,2
MALAT1,mir455,1,0,2
DOID:10763,mir296,1,1,2
DISC2,DOID:0050687,1,0,1
NEAT1,mir504,1,0,2
DOID:162,mir32,1,1,2
CTBP1-AS,DOID:48,1,0,1
DOID:4,mir299,1,1,2
DOID:0050687,mir507,1,1,2
DOID:4,mir1229,1,1,2
DOID:1909,mir18b,1,1,2
DOID:3571,mir590,1,1,2
DOID:5093,mir29a,1,1,2
DOID:14566,mir185,1,1,2
DOID:7,mir432,1,1,2
DOID:824,mir17,1,1,2
XIST,mir324,1,0,2
XIST,let7a,1,0,2
CDKN2B-AS1,let7b,1,0,2
CDKN2B-AS1,DOID:2513,1,0,1
DOID:3119,mir150,1,1,2
DOID:193,mir296,1,1,2
DOID:5419,mir30d,1,1,2
DOID:178,mir186,1,1,2
KIRREL3-AS3,DOID:0050687,1,0,1
DOID:0060083,mir29c,1,1,2
DOID:4,mir378e,1,1,2
GAS5,mir374a,1,0,2
DOID:0050615,mir16,1,1,2
DOID:162,mir612,1,1,2
DOID:4,mir324,1,1,2
HOTAIR,DOID:3748,1,0,1
DOID:3347,mir181b,1,1,2
DOID:5093,let7b,1,1,2
DOID:0050687,mir181d,1,1,2
DOID:14566,mir202,1,1,2
DOID:1287,mir296,1,1,2
DOID:2531,mir182,1,1,2
DOID:14566,mir30d,1,1,2
DOID:2998,mir199a,1,1,2
DOID:1319,mir31,1,1,2
DOID:7,mir152,1,1,2
XIST,mir32,1,0,2
DOID:2043,mir15a,1,1,2
DOID:7,mir302e,1,1,2
CDKN2B-AS1,DOID:5183,1,0,1
DOID:193,mir185,1,1,2
MIR17HG,DOID:1324,1,0,1
DOID:114,mir520d,1,1,2
DOID:0060083,mir518b,1,1,2
DOID:4451,mir199a,1,1,2
DOID:0050117,mir182,1,1,2
DOID:2377,mir326,1,1,2
DOID:162,mir766,1,1,2
DOID:4,mir504,1,1,2
HOTAIR,DOID:8618,1,0,1
MEG3,DOID:225,1,0,1
DOID:0050687,mir1305,1,1,2
DOID:5093,mir320a,1,1,2
DOID:680,mir17,1,1,2
OIP5-AS1,mir128,1,0,2
DOID:14566,mir608,1,1,2
DOID:0060085,mir106b,1,1,2
DOID:0050902,mir302b,1,1,2
DOID:7,mir520a,1,1,2
DOID:3856,mir378h,1,1,2
CDKN2B-AS1,mir10b,1,0,2
PCA3,DOID:4,1,0,1
PVT1,DOID:2531,1,0,1
DOID:3119,mir182,1,1,2
DOID:193,mir30d,1,1,2
MIR155HG,DOID:1040,1,0,1
KIRREL3-AS3,DOID:3908,1,0,1
DOID:3070,mir504,1,1,2
DOID:423,mir29c,1,1,2
CASC15,DOID:2621,1,0,1
DOID:0060083,mir590,1,1,2
DOID:114,mir18b,1,1,2
DOID:3953,mir335,1,1,2
KCNQ1OT1,DOID:28,1,0,1
DOID:1289,mir422a,1,1,2
CASC2,DOID:4,1,0,1
DOID:170,let7b,1,1,2
DOID:305,mir1,1,1,2
TARID,DOID:4,1,0,1
DOID:2789,mir30b,1,1,2
DOID:4,mir3179,1,1,2
DOID:0060058,mir182,1,1,2
DOID:1909,mir488,1,1,2
DOID:863,let7e,1,1,2
DOID:14566,mir617,1,1,2
DOID:0060085,mir34a,1,1,2
DOID:1287,mir30d,1,1,2
HCG9,DOID:150,1,0,1
H19,mir19b,1,0,2
DOID:1319,mir193b,1,1,2
DOID:4159,mir19b,1,1,2
H19,DOID:3948,1,0,1
DOID:0050686,mir19b,1,1,2
DOID:2043,mir18b,1,1,2
DOID:4706,mir504,1,1,2
DOID:3119,mir526b,1,1,2
DOID:2596,mir205,1,1,2
SPRY4-IT1,DOID:4,1,0,1
DOID:0050828,mir302d,1,1,2
DOID:0060083,mir629,1,1,2
DOID:3905,mir34a,1,1,2
DOID:0050117,mir199a,1,1,2
MALAT1,mir1297,1,0,2
DOID:1289,mir572,1,1,2
CDKN2A-AS1,DOID:863,1,0,1
DOID:4450,mir320a,1,1,2
MEG3,DOID:2621,1,0,1
DOID:1909,mir646,1,1,2
DOID:0060085,mir561,1,1,2
DOID:2531,mir433,1,1,2
HCP5,DOID:526,1,0,1
DOID:0050686,mir135b,1,1,2
DOID:0060084,mir197,1,1,2
DOID:2394,mir30e,1,1,2
DOID:771,let7i,1,1,2
DOID:0060100,mir19b,1,1,2
DOID:3996,mir200c,1,1,2
DOID:65,mir129,1,1,2
DOID:3393,mir106b,1,1,2
KCNQ1OT1,mir130b,1,0,2
AFAP1-AS1,DOID:4,1,0,1
LINC00312,DOID:162,1,0,1
DOID:2600,mir1,1,1,2
CDKN2A-AS1,DOID:4,1,0,1
DOID:305,mir133b,1,1,2
DOID:4362,mir34a,1,1,2
DOID:7693,mir21,1,1,2
DOID:0060058,mir199a,1,1,2
DOID:10534,mir199b,1,1,2
DOID:17,mir125a,1,1,2
MIR100HG,DOID:863,1,0,1
DOID:8618,mir127,1,1,2
mir522,mir1231,1,2,2
MALAT1,DOID:263,1,0,1
GAS5,DOID:3119,1,0,1
DOID:0050686,mir211,1,1,2
DOID:3119,mir433,1,1,2
PTCSC3,DOID:3969,1,0,1
DOID:1749,mir195,1,1,2
DOID:2394,mir106b,1,1,2
DOID:0060100,mir135b,1,1,2
DOID:331,mir107,1,1,2
TP53COR1,DOID:4,1,0,1
NCRUPAR,DOID:162,1,0,1
DOID:660,mir301a,1,1,2
DOID:684,let7f,1,1,2
DOID:0080011,mir637,1,1,2
DOID:3393,mir34a,1,1,2
ERICH1-AS1,DOID:3908,1,0,1
DOID:305,mir423,1,1,2
DOID:17,mir367,1,1,2
DOID:3908,mir135b,1,1,2
HOTTIP,DOID:162,1,0,1
DOID:8618,mir375,1,1,2
DOID:0050686,mir2355,1,1,2
MIR100HG,DOID:4,1,0,1
DOID:3247,mir1,1,1,2
DOID:0050686,mir663a,1,1,2
DOID:3069,mir302d,1,1,2
DOID:150,mir124,1,1,2
DOID:0060318,mir34a,1,1,2
DOID:1398,mir21,1,1,2
DOID:8850,mir376a,1,1,2
DOID:2394,mir34a,1,1,2
DOID:331,mir34b,1,1,2
DOID:686,mir212,1,1,2
DOID:1793,mir142,1,1,2
DOID:3996,mir215,1,1,2
DOID:77,mir130a,1,1,2
DOID:104,mir144,1,1,2
MYCNOS,DOID:4,1,0,1
TDRG1,DOID:162,1,0,1
GHET1,DOID:4,1,0,1
DOID:184,mir20a,1,1,2
DOID:863,mir301a,1,1,2
DOID:655,mir21,1,1,2
DOID:0060085,mir2110,1,1,2
TRERNA1,DOID:684,1,0,1
DOID:10534,mir21,1,1,2
DOID:17,mir136,1,1,2
DOID:8618,mir409,1,1,2
DOID:263,mir145,1,1,2
LINCMD1,DOID:18,1,0,1
ESRG,DOID:3304,1,0,1
DOID:0060072,mir218,1,1,2
DOID:1240,mir146b,1,1,2
DOID:1749,mir205,1,1,2
DOID:15,mir375,1,1,2
DOID:2596,mir487a,1,1,2
DOID:331,mir132,1,1,2
DOID:3620,mir302d,1,1,2
DOID:686,mir10a,1,1,2
mir1245b,mir718,1,2,2
DOID:684,mir125a,1,1,2
DOID:3093,mir224,1,1,2
DOID:4607,mir21,1,1,2
DOID:6050,mir210,1,1,2
HCG4,DOID:201,1,0,1
KCNQ1OT1,mir499a,1,0,2
TUG1,DOID:706,1,0,1
DOID:0050686,mir151b,1,1,2
DOID:162,mir150,1,1,2
DOID:4,mir134,1,1,2
DOID:6713,mir221,1,1,2
MIR155HG,mir495,1,0,2
DOID:1227,mir21,1,1,2
DOID:771,mir376a,1,1,2
DOID:201,mir224,1,1,2
DOID:1749,mir363,1,1,2
DOID:3948,mir449a,1,1,2
DOID:15,mir142,1,1,2
DOID:1793,mir15a,1,1,2
DOID:65,mir519c,1,1,2
DOID:77,mir145,1,1,2
DOID:5041,mir26a,1,1,2
DOID:0060089,mir26a,1,1,2
DOID:9538,mir20a,1,1,2
IFNG-AS1,DOID:331,1,0,1
DOID:3070,mir134,1,1,2
DOID:184,mir221,1,1,2
DOID:8857,mir224,1,1,2
DOID:162,mir512,1,1,2
MALAT1,mir142,1,0,2
DOID:4,mir424,1,1,2
DOID:1324,mir26a,1,1,2
DOID:3571,mir520b,1,1,2
DOID:0060072,mir27a,1,1,2
DOID:14566,mir148a,1,1,2
XIST,mir150,1,0,2
TP73-AS1,mir27b,1,0,2
DOID:10283,mir182,1,1,2
DOID:3093,mir29a,1,1,2
DOID:289,mir196b,1,1,2
DOID:178,mir24,1,1,2
DOID:848,mir519c,1,1,2
DOID:9119,mir145,1,1,2
DOID:3908,mir151b,1,1,2
DOID:687,mir148a,1,1,2
DOID:0050615,mir219,1,1,2
DOID:162,mir483,1,1,2
DOID:4,mir650,1,1,2
DOID:162,mir182,1,1,2
DOID:4,mir150,1,1,2
DOID:5093,mir151a,1,1,2
DOID:0050687,mir224,1,1,2
CCAT2,DOID:219,1,0,1
DOID:1612,mir224,1,1,2
DOID:0060072,mir454,1,1,2
DOID:201,mir29a,1,1,2
DOID:3571,mir187,1,1,2
DOID:0050013,mir15a,1,1,2
DOID:15,mir519d,1,1,2
DOID:299,mir145,1,1,2
DOID:66,mir376c,1,1,2
MCHR2-AS1,DOID:0014667,1,0,1
DOID:684,mir490,1,1,2
DOID:7,mir214,1,1,2
DOID:8893,mir146a,1,1,2
DOID:193,mir148a,1,1,2
DOID:9538,mir221,1,1,2
DOID:0060083,mir154,1,1,2
DOID:3118,mir15a,1,1,2
MALAT1,mir519d,1,0,2
DOID:3953,mir15b,1,1,2
DOID:162,mir526b,1,1,2
DOID:4,mir512,1,1,2
DOID:4,mir329,1,1,2
DOID:1324,mir485,1,1,2
DOID:5093,mir515,1,1,2
DOID:0050687,mir139,1,1,2
DOID:1909,mir302c,1,1,2
DOID:1612,mir139,1,1,2
DOID:4645,let7a,1,1,2
DOID:1287,mir148a,1,1,2
DOID:2998,mir486,1,1,2
DOID:14566,mir181c,1,1,2
DOID:3571,mir92a,1,1,2
DOID:3969,mir222,1,1,2
DOID:630,mir151a,1,1,2
H19,DOID:219,1,0,1
XIST,mir182,1,0,2
DANCR,mir33b,1,0,2
DOID:0060060,mir30e,1,1,2
DOID:3856,mir154,1,1,2
DOID:934,mir24,1,1,2
DOID:1040,mir15b,1,1,2
DOID:5844,mir208b,1,1,2
DOID:3070,mir329,1,1,2
DOID:229,mir449b,1,1,2
DOID:114,mir26b,1,1,2
DOID:3068,mir181c,1,1,2
DOID:4451,let7c,1,1,2
DOID:0080000,mir92a,1,1,2
DOID:0050615,mir27b,1,1,2
DOID:162,mir1280,1,1,2
GAS5,mir135b,1,0,2
HOTAIR,DOID:5093,1,0,1
DOID:4,mir483,1,1,2
DOID:4450,mir151a,1,1,2
DOID:5093,mir183,1,1,2
DOID:0050687,mir29a,1,1,2
DOID:1612,mir519e,1,1,2
DOID:1909,let7i,1,1,2
DOID:2914,mir154,1,1,2
DOID:2531,mir29b,1,1,2
DOID:3213,mir599,1,1,2
DOID:331,mir548c,1,1,2
DOID:4706,mir512,1,1,2
DOID:7,mir24,1,1,2
DOID:299,mir17,1,1,2
WT1-AS,DOID:4971,1,0,1
DOID:178,mir518c,1,1,2
DOID:3070,mir483,1,1,2
NBAT1,DOID:0050686,1,0,1
SPRY4-IT1,DOID:10534,1,0,1
DOID:0050117,mir29b,1,1,2
DOID:0060083,mir187,1,1,2
DOID:162,mir1245b,1,1,2
DOID:4,mir1260a,1,1,2
DOID:8997,mir26b,1,1,2
DOID:5093,mir7,1,1,2
DOID:1909,mir339,1,1,2
DOID:2531,mir486,1,1,2
DOID:14566,mir1249,1,1,2
DOID:4706,mir483,1,1,2
DOID:2531,let7c,1,1,2
DOID:7,mir137,1,1,2
H19,DOID:26,1,0,1
DOID:0050686,let7f,1,1,2
DOID:557,mir32,1,1,2
DOID:0014667,mir184,1,1,2
DOID:3119,mir29b,1,1,2
TDRG1,mir873,1,0,2
WT1-AS,DOID:263,1,0,1
LINC00583,DOID:10155,1,0,1
DOID:0050155,mir96,1,1,2
NBAT1,DOID:14566,1,0,1
DOID:3070,mir1260a,1,1,2
DOID:4960,mir92a,1,1,2
DOID:9206,mir200b,1,1,2
DOID:114,mir302c,1,1,2
DOID:0060083,mir92a,1,1,2
DOID:403,let7c,1,1,2
MIR194-2HG,DOID:162,1,0,1
DOID:0050117,let7c,1,1,2
DOID:170,mir183,1,1,2
DOID:74,mir155,1,1,2
DOID:1324,mir511,1,1,2
EPB41L4A-AS1,mir30e,1,0,2
DOID:0050687,mir873,1,1,2
DOID:0060058,mir29b,1,1,2
DOID:12336,mir18a,1,1,2
OIP5-AS1,mir363,1,0,2
DOID:2349,mir100,1,1,2
DOID:1287,mir525,1,1,2
DOID:2531,mir323a,1,1,2
DOID:630,mir7,1,1,2
DOID:0050686,mir331,1,1,2
DOID:557,mir107,1,1,2
LINC00261,DOID:162,1,0,1
DOID:0060084,let7a,1,1,2
DOID:3119,mir486,1,1,2
DOID:2394,mir181d,1,1,2
DOID:14330,mir30c,1,1,2
DOID:3119,let7c,1,1,2
DOID:0060100,let7f,1,1,2
DOID:0060158,mir30e,1,1,2
DOID:229,mir720,1,1,2
DOID:3996,mir100,1,1,2
DOID:0060083,mir410,1,1,2
DOID:3068,mir99a,1,1,2
DOID:0050828,mir127,1,1,2
DOID:3905,mir93,1,1,2
DOID:170,mir7,1,1,2
DOID:5093,mir1245a,1,1,2
DOID:4450,mir7,1,1,2
mir657,mir527,1,2,2
DOID:0060058,mir486,1,1,2
OIP5-AS1,mir374b,1,0,2
DOID:0060058,let7c,1,1,2
OIP5-AS1,mir218,1,0,2
DOID:14566,mir509,1,1,2
ZEB1-AS1,DOID:0050686,1,0,1
BCAR4,DOID:5093,1,0,1
DOID:0060085,mir20a,1,1,2
DOID:0050686,mir638,1,1,2
DOID:4159,mir125a,1,1,2
DOID:4159,mir638,1,1,2
DOID:0050686,mir125a,1,1,2
DOID:18,mir200a,1,1,2
DOID:0014667,mir363,1,1,2
DOID:771,mir192,1,1,2
DOID:1883,mir30c,1,1,2
DOID:3393,mir198,1,1,2
PCAT1,DOID:15,1,0,1
DOID:170,mir199b,1,1,2
GHET1,DOID:10534,1,0,1
DOID:305,mir210,1,1,2
DOID:863,mir200a,1,1,2
DOID:1936,mir100,1,1,2
NPSR1-AS1,DOID:3119,1,0,1
DOID:17,mir200b,1,1,2
DOID:2349,mir127,1,1,2
ZEB1-AS1,DOID:14566,1,0,1
mir605,mir577,1,2,2
LINC00163,mir362,1,0,2
DOID:0050686,mir874,1,1,2
DOID:769,mir9,1,1,2
DOID:0050686,mir367,1,1,2
DOID:150,mir92b,1,1,2
DOID:2468,mir132,1,1,2
EGOT,DOID:162,1,0,1
DOID:3119,mir544a,1,1,2
DOID:3119,mir622,1,1,2
DOID:557,mir371a,1,1,2
DOID:0070004,mir378a,1,1,2
DOID:686,mir125b,1,1,2
DOID:2596,mir378a,1,1,2
DOID:0060100,mir125a,1,1,2
DOID:3996,mir127,1,1,2
DOID:0060041,mir363,1,1,2
DOID:684,mir18b,1,1,2
HAR1A,DOID:1561,1,0,1
mir1296,mir1256,1,2,2
DOID:170,mir96,1,1,2
DOID:5093,mir1323,1,1,2
DOID:863,mir338,1,1,2
DOID:120,mir206,1,1,2
DOID:655,mir122,1,1,2
DOID:4362,mir20a,1,1,2
DOID:10534,mir122,1,1,2
H19,mir301b,1,0,2
DOID:0050686,mir301b,1,1,2
MALAT1,DOID:1542,1,0,1
DOID:0060056,mir125b,1,1,2
DOID:6713,mir34c,1,1,2
LINC00472,mir381,1,0,2
CCAT1,DOID:3121,1,0,1
DOID:0060084,mir34b,1,1,2
DOID:3119,mir548d,1,1,2
DOID:2394,mir93,1,1,2
DOID:769,mir19a,1,1,2
DOID:0060072,mir130a,1,1,2
DOID:1749,mir106a,1,1,2
DOID:0070004,mir145,1,1,2
LINC00583,DOID:5672,1,0,1
DOID:3948,mir133a,1,1,2
DOID:1793,mir216b,1,1,2
DOID:48,mir374b,1,1,2
DOID:686,mir372,1,1,2
DOID:3093,mir135a,1,1,2
DOID:3393,mir20a,1,1,2
mir617,mir766,1,2,2
DOID:12858,mir125b,1,1,2
GHET1,DOID:5517,1,0,1
DOID:13089,mir34b,1,1,2
DOID:11054,mir143,1,1,2
DOID:0060085,mir567,1,1,2
DOID:3829,mir130a,1,1,2
DOID:0060085,mir449a,1,1,2
DOID:0050686,mir490,1,1,2
MALAT1,DOID:3996,1,0,1
GAS5,DOID:4451,1,0,1
DOID:4043,mir206,1,1,2
DOID:3119,mir1228,1,1,2
DOID:6713,mir133a,1,1,2
CCAT1,DOID:1240,1,0,1
DOID:0060072,mir378a,1,1,2
DOID:1240,mir222,1,1,2
DOID:686,mir140,1,1,2
DOID:11934,mir302f,1,1,2
DOID:3620,mir127,1,1,2
DANCR,DOID:686,1,0,1
DOID:5041,mir143,1,1,2
DOID:684,mir200b,1,1,2
DOID:0060089,mir143,1,1,2
KCNQ1OT1,mir449a,1,0,2
DOID:399,mir146a,1,1,2
CYTOR,DOID:305,1,0,1
DOID:184,mir133a,1,1,2
DOID:120,mir219,1,1,2
DOID:0060085,mir630,1,1,2
DOID:162,mir23a,1,1,2
DOID:4,mir211,1,1,2
MALAT1,DOID:178,1,0,1
DOID:1192,mir128,1,1,2
DOID:1324,mir143,1,1,2
LINC00675,DOID:4074,1,0,1
DOID:0060072,mir328,1,1,2
DOID:3571,mir25,1,1,2
DOID:0060072,mir145,1,1,2
DOID:0060100,mir490,1,1,2
DOID:1749,mir130a,1,1,2
DOID:686,mir451a,1,1,2
DOID:3948,mir148a,1,1,2
DOID:3996,mir1233,1,1,2
XIST,DOID:1921,1,0,1
CDKN2B-AS1,DOID:193,1,0,1
HOTAIRM1,DOID:1240,1,0,1
DOID:399,mir499a,1,1,2
DOID:178,mir141,1,1,2
DOID:3070,mir211,1,1,2
DOID:3388,mir23a,1,1,2
mir1245b,mir1245a,1,2,2
DOID:11054,mir493,1,1,2
TUG1,mir29b,1,0,2
DOID:8857,mir429,1,1,2
DOID:11054,mir15b,1,1,2
MALAT1,mir216b,1,0,2
DOID:4,mir663a,1,1,2
DOID:6713,mir298,1,1,2
DOID:1324,mir494,1,1,2
DOID:1612,mir135a,1,1,2
PISRT1,DOID:0060260,1,0,1
DOID:0060072,mir497,1,1,2
DOID:3620,mir409,1,1,2
DOID:10283,mir29b,1,1,2
DOID:0060089,mir493,1,1,2
DOID:6050,mir429,1,1,2
UCA1,DOID:9256,1,0,1
DOID:10534,mir650,1,1,2
PANDAR,DOID:3571,1,0,1
DOID:2921,mir155,1,1,2
DOID:162,mir29b,1,1,2
DOID:4,mir23a,1,1,2
DOID:1324,mir15b,1,1,2
DOID:1909,mir16,1,1,2
DOID:1612,mir429,1,1,2
DOID:10283,mir486,1,1,2
DOID:77,mir28,1,1,2
CDKN2B-AS1,DOID:2154,1,0,1
DOID:6050,mir193a,1,1,2
DOID:934,mir141,1,1,2
DOID:0080001,mir519e,1,1,2
CYTOR,DOID:686,1,0,1
DOID:11723,mir29b,1,1,2
DOID:178,mir155,1,1,2
DOID:3070,mir23a,1,1,2
DOID:11054,mir503,1,1,2
DOID:0060083,mir25,1,1,2
DOID:0050615,mir146a,1,1,2
MALAT1,mir26b,1,0,2
DOID:162,mir486,1,1,2
DOID:4,mir421,1,1,2
DOID:1324,mir520e,1,1,2
DOID:263,mir30c,1,1,2
DOID:0050687,mir151a,1,1,2
DOID:1612,mir193a,1,1,2
mir758,mir1322,1,2,2
DOID:1287,mir223,1,1,2
DOID:1612,mir151a,1,1,2
DOID:14566,mir299,1,1,2
TINCR,DOID:0050686,1,0,1
DOID:7,mir141,1,1,2
XIST,mir29b,1,0,2
H19,DOID:0050013,1,0,1
DOID:3856,mir25,1,1,2
PVT1,DOID:0070004,1,0,1
DOID:0060089,mir503,1,1,2
PSORS1C3,DOID:37,1,0,1
DOID:14250,mir1246,1,1,2
DOID:0050338,mir302a,1,1,2
DOID:3093,mir7,1,1,2
HNF1A-AS1,DOID:5041,1,0,1
DOID:0050615,mir499a,1,1,2
DOID:162,mir675,1,1,2
DOID:2377,mir155,1,1,2
DOID:4,mir569,1,1,2
DOID:4450,mir23b,1,1,2
DOID:5093,mir29c,1,1,2
DOID:9206,mir429,1,1,2
DOID:0060040,mir7,1,1,2
DOID:1240,mir451b,1,1,2
DOID:1612,mir515,1,1,2
PCAT5,DOID:10283,1,0,1
TINCR,DOID:14566,1,0,1
DOID:14566,mir324,1,1,2
DOID:14566,let7a,1,1,2
XIST,mir486,1,0,2
DOID:7,mir452,1,1,2
DOID:824,mir181b,1,1,2
CDKN2B-AS1,let7d,1,0,2
mir591,mir938,1,2,2
DOID:3119,mir152,1,1,2
LINC00472,DOID:0050686,1,0,1
NPTN-IT1,DOID:0050687,1,0,1
MIR17HG,DOID:3347,1,0,1
DOID:934,mir155,1,1,2
DOID:10652,mir29b,1,1,2
DOID:120,mir518a,1,1,2
DOID:423,mir25,1,1,2
DOID:4451,mir9,1,1,2
DOID:114,mir16,1,1,2
DOID:3068,let7a,1,1,2
DOID:10591,mir302b,1,1,2
DOID:3905,let7b,1,1,2
DOID:162,mir544a,1,1,2
HOXA11-AS,let7a,1,0,2
DOID:3953,mir30a,1,1,2
DOID:0050615,mir181a,1,1,2
DOID:162,mir622,1,1,2
AFAP1-AS1,DOID:0050615,1,0,1
HOTAIR,DOID:3856,1,0,1
MEG3,DOID:0080014,1,0,1
DOID:4,mir378g,1,1,2
DOID:0050687,mir183,1,1,2
DOID:2531,mir326,1,1,2
DOID:14566,mir504,1,1,2
DOID:1037,mir19a,1,1,2
DOID:1287,mir299,1,1,2
DOID:14566,mir32,1,1,2
DOID:4159,mir18b,1,1,2
DOID:7,mir155,1,1,2
DOID:0050686,mir18b,1,1,2
EGOT,DOID:10283,1,0,1
DOID:0060060,mir93,1,1,2
FENDRR,mir708,1,0,2
LINC00472,DOID:14566,1,0,1
PVT1,DOID:10283,1,0,1
DOID:193,let7a,1,1,2
DOID:3119,mir520a,1,1,2
DOID:3068,mir504,1,1,2
DOID:4451,mir425,1,1,2
RMST,DOID:0050686,1,0,1
DOID:114,mir520f,1,1,2
DOID:3068,mir32,1,1,2
DOID:409,mir571,1,1,2
DOID:4451,mir19a,1,1,2
DOID:8552,mir29a,1,1,2
DOID:0050615,mir520h,1,1,2
DOID:162,mir548d,1,1,2
DOID:4,mir675,1,1,2
